source,title,price_million_vnd,price_raw,price_per_m2_million,area_m2,bedrooms,floors,frontage_m,road_width_m,direction,property_type,legal_status,district,address,description,url,scraped_at
homedy_land_list,🔴💥bán đất góc 2mt đường bàu mạc 9 & 14 thông nguyễn chánh,7500.0,"7,5 Tỷ",59.06,127.0,,,6.7,,,land,,Lien Chieu,Lien Chieu,"Bán đất GÓC 2MT đường Bàu Mạc 9 & 14 thông Nguyễn Chánh-Liên Chiểu - Đà Nẵng-DTĐ: 127m2 (6,7x19,5)m-Đất diện tích lớn xây căn hộ, nhà trọ đúng bài, vừa...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/goc-2mt-duong-bau-mac-9-14-thong-nguyen-chanh-es3193760,2026-05-18T19:53:21
homedy_land_list,🔥bán nhanh đất đẹp bàu mạc 4 – song song nguyễn an ninh - gần biển,5500.0,"5,5 Tỷ",50.93,108.0,,,,5.0,,land,,Lien Chieu,Lien Chieu,"BÁN NHANH ĐẤT ĐẸP BÀU MẠC 4 – SONG SONG NGUYỄN AN NINH - GẦN BIỂN-P. Liên Chiểu, Đà Nẵng-Diện tích: 107.5m² -Đường 5m5 – vỉa hè 3m mỗi bên-Vị trí cực...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/nhanh-dep-bau-mac-4-song-nguyen-an-ninh-gan-bien-es3193685,2026-05-18T19:53:21
homedy_land_list,🔴💥bán lô đất tđc ngô sĩ liên - đấu lưng phú thạnh 10,5400.0,"5,4 Tỷ",63.53,85.0,,,5.0,5.5,,land,,,,"Bán lô đất TĐC Ngô Sĩ Liên - Đấu lưng Phú Thạnh 10-P. Hòa Khánh, TP Đà Nẵng-Dt đất 85m2 (5x17)m-Đường 5,5m lề 3m.-Vị trí sát đường Hoàng Thị Loan nối dài,...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/lo-tdc-ngo-si-dau-lung-phu-thanh-10-es3193681,2026-05-18T19:53:21
homedy_land_list,🔴💥 chào bán lô đất số 41 đồng trí 5 -sạch đẹp-gần tôn đức thắng,4550.0,"4,55 Tỷ",50.56,90.0,,,,5.5,,land,,,,"Chào bán lô đất số 41 Đồng Trí 5 -Sạch đẹp-Gần Tôn Đức Thắng-P Hòa Khánh, TP Đà Nẵng-Đường 5,5m lề 3m.-Dt đất 90m. Sát lô góc, sạch sẽ không dính cống...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/chao-lo-so-41-dong-tri-5-sach-dep-gan-ton-duc-thang-es3193680,2026-05-18T19:53:21
homedy_land_list,🔴💥bán lô đất tđc ngô sĩ liên - đấu lưng phú thạnh 10,5400.0,"5,4 Tỷ",63.53,85.0,,,5.0,5.5,,land,,,,"Bán lô đất TĐC Ngô Sĩ Liên - Đấu lưng Phú Thạnh 10-P. Hòa Khánh, TP Đà Nẵng-Dt đất 85m2 (5x17)m-Đường 5,5m lề 3m.-Vị trí sát đường Hoàng Thị Loan nối dài,...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/lo-tdc-ngo-si-dau-lung-phu-thanh-10-es3193679,2026-05-18T19:53:21
homedy_land_list,"🔴💥bán đất lô góc 2 mặt tiền đường 10,5 tú mở & đinh liệt",22000.0,22 Tỷ,66.07,333.0,,,12.0,10.5,,land,,Cam Le,Cam Le,"Bán đất LÔ GÓC 2 mặt tiền đường 10,5 Tú Mở & Đinh Liệt-Cẩm Lệ, Thành phố Đà Nẵng-DTĐ: 332,6m2 (12 x 28,2)m-Đường 10,5m, vỉa hè 5m và đường 33m , lề...",https://homedy.com/ban-dat-quan-cam-le-da-nang/lo-goc-2-mat-tien-duong-105-tu-mo-dinh-liet-es3193666,2026-05-18T19:53:21
homedy_land_list,"🔴💥bán đất lô góc 2 mặt tiền đường 10,5 tú mở & đinh liệt",22000.0,22 Tỷ,66.07,333.0,,,12.0,10.5,,land,,Cam Le,Cam Le,"Bán đất LÔ GÓC 2 mặt tiền đường 10,5 Tú Mở & Đinh Liệt-Cẩm Lệ, Thành phố Đà Nẵng-DTĐ: 332,6m2 (12 x 28,2)m-Đường 10,5m, vỉa hè 5m và đường 33m , lề...",https://homedy.com/ban-dat-quan-cam-le-da-nang/lo-goc-2-mat-tien-duong-105-tu-mo-dinh-liet-es3193663,2026-05-18T19:53:21
homedy_land_list,💥đất mặt tiền bàu mạc 17 – gần biển – trục thông nguyễn an ninh,5700.0,"5,7 Tỷ",60.64,94.0,,,,,,land,,Lien Chieu,Lien Chieu,"ĐẤT MẶT TIỀN BÀU MẠC 17 – GẦN BIỂN – TRỤC THÔNG NGUYỄN AN NINH-Phường Liên Chiểu – TP. Đà Nẵng.-Diện tích: 93,7m²-Hướng Đông Bắc – đón gió biển mát lành,...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/mat-tien-bau-mac-17-gan-bien-truc-thong-nguyen-an-ninh-es3193655,2026-05-18T19:53:35
homedy_land_list,"🔴💥bán đất lô góc 2 mặt tiền đường 10,5 tú mở & đinh liệt",22000.0,22 Tỷ,66.07,333.0,,,12.0,10.5,,land,,,,"Góc 2 mặt tiền đường Đinh Liệt & Tú Mỡ sau Lưng Bến Xe-P. An Khê, Thành phố Đà Nẵng-DT: 332m2 ngang 12m-Giá chỉ : 22 tỷ-Vị trí Sau lưng bến xe quá đẹp...",https://homedy.com/ban-dat-quan-cam-le-da-nang/lo-goc-2-mat-tien-duong-105-tu-mo-dinh-liet-es3193653,2026-05-18T19:53:35
homedy_land_list,💥đất mặt tiền bàu mạc 17 – gần biển – trục thông nguyễn an ninh,5700.0,"5,7 Tỷ",60.64,94.0,,,,,,land,,Lien Chieu,Lien Chieu,"ĐẤT MẶT TIỀN BÀU MẠC 17 – GẦN BIỂN – TRỤC THÔNG NGUYỄN AN NINH-Phường Liên Chiểu – TP. Đà Nẵng.-Diện tích: 93,7m²-Hướng Đông Bắc – đón gió biển mát lành,...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/mat-tien-bau-mac-17-gan-bien-truc-thong-nguyen-an-ninh-es3193651,2026-05-18T19:53:35
homedy_land_list,"🔴💥bán đất lô góc 2 mặt tiền đường 10,5 tú mở & đinh liệt",22000.0,22 Tỷ,66.07,333.0,,,12.0,10.5,,land,,,,"Góc 2 mặt tiền đường Đinh Liệt & Tú Mỡ sau Lưng Bến Xe-P. An Khê, Thành phố Đà Nẵng-DT: 332m2 ngang 12m-Giá chỉ : 22 tỷ-Vị trí Sau lưng bến xe quá đẹp...",https://homedy.com/ban-dat-quan-cam-le-da-nang/lo-goc-2-mat-tien-duong-105-tu-mo-dinh-liet-es3193650,2026-05-18T19:53:35
homedy_land_list,"🔴💥bán đất lô góc 2 mặt tiền đường 10,5 tú mở & đinh liệt",22000.0,22 Tỷ,66.07,333.0,,,12.0,10.5,,land,,,,"Góc 2 mặt tiền đường Đinh Liệt & Tú Mỡ sau Lưng Bến Xe-P. An Khê, Thành phố Đà Nẵng-DT: 332m2 ngang 12m-Giá chỉ : 22 tỷ-Vị trí Sau lưng bến xe quá đẹp...",https://homedy.com/ban-dat-quan-cam-le-da-nang/lo-goc-2-mat-tien-duong-105-tu-mo-dinh-liet-es3193648,2026-05-18T19:53:35
homedy_land_list,"🔴💥bán đất lô góc 2 mặt tiền đường 10,5 tú mở & đinh liệt",22000.0,22 Tỷ,66.07,333.0,,,12.0,10.5,,land,,Cam Le,Cam Le,"Bán đất LÔ GÓC 2 mặt tiền đường 10,5 Tú Mở & Đinh Liệt-Cẩm Lệ, Thành phố Đà Nẵng-DTĐ: 332,6m2 (12 x 28,2)m-Đường 10,5m, vỉa hè 5m và đường 33m , lề...",https://homedy.com/ban-dat-quan-cam-le-da-nang/lo-goc-2-mat-tien-duong-105-tu-mo-dinh-liet-es3193610,2026-05-18T19:53:35
homedy_land_list,🔴💥bán đất góc 2mt đường bàu mạc 9 & 14 thông nguyễn chánh,7500.0,"7,5 Tỷ",59.06,127.0,,,6.7,,,land,,Lien Chieu,Lien Chieu,"Bán đất GÓC 2MT đường Bàu Mạc 9 & 14 thông Nguyễn Chánh-Liên Chiểu - Đà Nẵng-DTĐ: 127m2 (6,7x19,5)m-Đất diện tích lớn xây căn hộ, nhà trọ đúng bài, vừa...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/goc-2mt-duong-bau-mac-9-14-thong-nguyen-chanh-es3193604,2026-05-18T19:53:35
homedy_land_list,🔴💥đất mặt tiền đường 7m5 bàu mạc 22 - trục thông nguyễn an ninh,5590.0,"5,59 Tỷ",62.11,90.0,,,5.0,7.0,,land,,,,"Đất mặt tiền đường 7m5 Bàu Mạc 22 - trục thông Nguyễn An Ninh-DTĐ: 90m2 (5x18)m -Đường: 7.5m, vỉa hè 3,5m-Vị trí: Gần biển, gần trường học các cấp, siêu...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/mat-tien-duong-7m5-bau-mac-22-truc-thong-nguyen-an-ninh-es3193602,2026-05-18T19:53:35
homedy_land_list,"🔴💥bán lô đất đường 10,5m hồ quý ly - trục đường kinh doanh",7900.0,"7,9 Tỷ",71.82,110.0,,,,10.5,,land,,Thanh Khe,Thanh Khe,"BÁN LÔ ĐẤT ĐƯỜNG 10,5M HỒ QUÝ LY - TRỤC ĐƯỜNG KINH DOANHP. Thanh Khê, TP Đà Nẵng-Lô đất gần biển Nguyễn Tất Thành siêu tiềm năng!-Mặt tiền đường Hồ Quý...",https://homedy.com/ban-dat-quan-thanh-khe-da-nang/lo-duong-105m-ho-quy-ly-truc-kinh-doanh-es3193601,2026-05-18T19:53:35
homedy_land_list,"🔴💥bán lô đất đường 10,5m hồ quý ly - trục đường kinh doanh",7900.0,"7,9 Tỷ",71.82,110.0,,,,10.5,,land,,Thanh Khe,Thanh Khe,"BÁN LÔ ĐẤT ĐƯỜNG 10,5M HỒ QUÝ LY - TRỤC ĐƯỜNG KINH DOANHP. Thanh Khê, TP Đà Nẵng-Lô đất gần biển Nguyễn Tất Thành siêu tiềm năng!-Mặt tiền đường Hồ Quý...",https://homedy.com/ban-dat-quan-thanh-khe-da-nang/lo-duong-105m-ho-quy-ly-truc-kinh-doanh-es3193600,2026-05-18T19:53:35
homedy_land_list,"💥chào bán đất đường bàu mạc 22 - liên chiểu, đà nẵng - gần biển",5590.0,"5,59 Tỷ",62.11,90.0,,,5.0,,,land,,Lien Chieu,Lien Chieu,"CHÀO Bán đất đường Bàu Mạc 22 - Liên Chiểu, Đà Nẵng- DTĐ: 90m2 ngang 5 , lô sạch đẹp- Đường: 7.5m, vỉa hè 3,5m. Nằm trên trục thông Nguyễn An Ninh rất đẹp-...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/chao-duong-bau-mac-22-gan-bien-es3193599,2026-05-18T19:53:35
homedy_land_list,"🔴💥bán đất đường 7,5m tôn đản - bán đất tặng nhà c4 kiên cố",5800.0,"5,8 Tỷ",77.33,75.0,,,5.08,7.5,,land,,Thanh Khe,Thanh Khe,"Bán đất đường 7,5m Tôn Đản - Bán đất tặng nhà C4 kiên cố-P. Thanh Khê, TP Đà Nẵng-DT: 74,5m2 (ngang 5,08m)-Đường: 7,5 m-Vị trí đẹp, khu dân cư đông, hạ...",https://homedy.com/ban-dat-quan-cam-le-da-nang/duong-75m-ton-dan-tang-nha-c4-kien-co-es3193598,2026-05-18T19:53:35
homedy_land_list,"🔴💥bán đất đường 7,5m tôn đản - bán đất tặng nhà c4 kiên cố",5800.0,"5,8 Tỷ",77.33,75.0,,,5.08,7.5,,land,,Thanh Khe,Thanh Khe,"Bán đất đường 7,5m Tôn Đản - Bán đất tặng nhà C4 kiên cố-P. Thanh Khê, TP Đà Nẵng-DT: 74,5m2 (ngang 5,08m)-Đường: 7,5 m-Vị trí đẹp, khu dân cư đông, hạ...",https://homedy.com/ban-dat-quan-cam-le-da-nang/duong-75m-ton-dan-tang-nha-c4-kien-co-es3193596,2026-05-18T19:53:35
homedy_land_list,🔴💥bán đất đường nguyễn như hạnh - cách đường 20m,3050.0,"3,05 Tỷ",44.85,68.0,,,,20.0,,land,,Thanh Khe,Thanh Khe,"BÁN ĐẤT ĐƯỜNG NGUYỄN NHƯ HẠNH - CÁCH ĐƯỜNG 20MP. Thanh Khê, Đà Nẵng-Diện tích: 68m2-Vị trí lô đất sau nhà mặt tiền, cách đường chính 20m.-Khu vực dân trí,...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-nguyen-nhu-hanh-cach-20m-es3193593,2026-05-18T19:53:35
homedy_land_list,🔴💥bán đất đường hòa minh 28 - khu b phương trang,6850.0,"6,85 Tỷ",63.43,108.0,,,5.0,6.0,,land,,Lien Chieu,Lien Chieu,"Bán đất đường Hòa Minh 28 - Khu B Phương Trang- Hòa Minh, Q Liên Chiểu, Đà Nẵng- Diện tích : 107.5m (5x21.5)m- Đường 6m, lề 4mKhu điện âm hoàn toàn- Vị trí:...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-hoa-minh-28-khu-b-phuong-trang-es3193591,2026-05-18T19:53:35
homedy_land_list,"🔴💥bán đất đường 7,5m phú lộc 22 - sát biển -ngang 7m xây căn hộ ok",8190.0,"8,19 Tỷ",79.51,103.0,,,7.0,7.5,,land,,,,"Bán đất đường 7,5m Phú Lộc 22 - sát biển -ngang 7m xây căn hộ OK-P. Hòa Khánh - TP Đà Nẵng-DTĐ: 108,2m2 (ngang 7m vuông vức)-Đông Tây bắc-Đường: 7.5m, lề...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-75m-phu-loc-22-sat-bien-ngang-7m-xay-can-ho-ok-es3193590,2026-05-18T19:53:35
homedy_land_list,🔴💥bán đất đường hòa minh 28 - khu b phương trang,6850.0,"6,85 Tỷ",63.43,108.0,,,5.0,6.0,,land,,Lien Chieu,Lien Chieu,"Bán đất đường Hòa Minh 28 - Khu B Phương Trang- Hòa Minh, Q Liên Chiểu, Đà Nẵng- Diện tích : 107.5m (5x21.5)m- Đường 6m, lề 4mKhu điện âm hoàn toàn- Vị trí:...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-hoa-minh-28-khu-b-phuong-trang-es3193589,2026-05-18T19:53:35
homedy_land_list,🔴💥bán đất đường hòa minh 28 - khu b phương trang,6850.0,"6,85 Tỷ",63.43,108.0,,,5.0,6.0,,land,,Lien Chieu,Lien Chieu,"Bán đất đường Hòa Minh 28 - Khu B Phương Trang- Hòa Minh, Q Liên Chiểu, Đà Nẵng- Diện tích : 107.5m (5x21.5)m- Đường 6m, lề 4mKhu điện âm hoàn toàn- Vị trí:...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-hoa-minh-28-khu-b-phuong-trang-es3193588,2026-05-18T19:53:35
homedy_land_list,🔴💥bán đất đường hòa minh 28 - khu b phương trang,6850.0,"6,85 Tỷ",63.43,108.0,,,5.0,6.0,,land,,Lien Chieu,Lien Chieu,"Bán đất đường Hòa Minh 28 - Khu B Phương Trang- Hòa Minh, Q Liên Chiểu, Đà Nẵng- Diện tích : 107.5m (5x21.5)m- Đường 6m, lề 4mKhu điện âm hoàn toàn- Vị trí:...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-hoa-minh-28-khu-b-phuong-trang-es3193577,2026-05-18T19:53:44
homedy_land_list,🔴💥bán đất 2 mặt kiệt đường nhựa ô tô tránh nhau k126 trần đình,4300.0,"4,3 Tỷ",38.74,111.0,,,5.0,2.0,,land,,,,"Bán đất 2 mặt kiệt đường nhựa Ô TÔ tránh nhau K126 Trần Đình Tri-P. Hòa Khánh, TP Đà Nẵng-Dt: 111m2 ngang 5m vuông vức-Kiệt đường nhựa 2 Ô tô tránh nhau -Vị...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/2-mat-kiet-duong-nhua-o-to-tranh-nhau-k126-tran-dinh-es3193574,2026-05-18T19:53:44
homedy_land_list,🔴💥bán đất 2 mặt kiệt đường nhựa ô tô tránh nhau k126 trần đình,4300.0,"4,3 Tỷ",38.74,111.0,,,5.0,2.0,,land,,,,"Bán đất 2 mặt kiệt đường nhựa Ô TÔ tránh nhau K126 Trần Đình Tri-P. Hòa Khánh, TP Đà Nẵng-Dt: 111m2 ngang 5m vuông vức-Kiệt đường nhựa 2 Ô tô tránh nhau -Vị...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/2-mat-kiet-duong-nhua-o-to-tranh-nhau-k126-tran-dinh-es3193573,2026-05-18T19:53:44
homedy_land_list,🔴💥 chào bán lô đất số 41 đồng trí 5 -sạch đẹp-gần tôn đức thắng,4550.0,"4,55 Tỷ",50.56,90.0,,,,5.5,,land,,,,"Chào bán lô đất số 41 Đồng Trí 5 -Sạch đẹp-Gần Tôn Đức Thắng-P Hòa Khánh, TP Đà Nẵng-Đường 5,5m lề 3m.-Dt đất 90m. Sát lô góc, sạch sẽ không dính cống...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/chao-lo-so-41-dong-tri-5-sach-dep-gan-ton-duc-thang-es3193571,2026-05-18T19:53:44
homedy_land_list,🔴💥bán đất kiệt sau lưng nhà mặt tiền k02 nguyễn như hạnh,2900.0,"2,9 Tỷ",43.28,67.0,,,,,,land,,,,"BÁN ĐẤT KIỆT SAU LƯNG NHÀ MẶT TIỀN K02 NGUYỄN NHƯ HẠNH -P. Hòa Khánh, TP Đà Nẵng-DT 67m2 nở hậu chữ L đẹp-Nhà nằm sau lưng nhà mặt tiền, cách đường chính...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/kiet-sau-lung-nha-mat-tien-k02-nguyen-nhu-hanh-es3193569,2026-05-18T19:53:44
homedy_land_list,"💎đất 1 cặp đường 10,5m lương trúc đàm – đối diện bến xe",17500.0,"17,5 Tỷ",79.55,220.0,,,10.0,10.5,,land,,,,"ĐẤT 1 CẶP ĐƯỜNG 10,5M LƯƠNG TRÚC ĐÀM – ĐỐI DIỆN BẾN XE-P. An Khê, TP Đà Nẵng-Diện tích: 220m² (ngang 10m cực hiếm)-Đường 10.5m, lề 5m-Pháp lý: Sổ đỏ vuông...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/1-cap-duong-105m-luong-truc-dam-doi-dien-ben-xe-es3193561,2026-05-18T19:53:44
homedy_land_list,🔴💥đất mặt tiền đường 7m5 bàu mạc 22 - trục thông nguyễn an ninh,5590.0,"5,59 Tỷ",62.11,90.0,,,5.0,7.0,,land,,,,"Đất mặt tiền đường 7m5 Bàu Mạc 22 - trục thông Nguyễn An Ninh-DTĐ: 90m2 (5x18)m -Đường: 7.5m, vỉa hè 3,5m-Vị trí: Gần biển, gần trường học các cấp, siêu...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/mat-tien-duong-7m5-bau-mac-22-truc-thong-nguyen-an-ninh-es3193529,2026-05-18T19:53:44
homedy_land_list,🔴bán lô góc đẹp 2mt – đặng huy trứ & nguyễn thúy,11500.0,"11,5 Tỷ",90.55,127.0,,,,,,land,,,,"BÁN LÔ GÓC ĐẸP 2MT – ĐẶNG HUY TRỨ & NGUYỄN THÚY-Vị trí vàng sát biển: Lô góc Đặng Huy Trứ – Nguyễn Thúy, đi bộ vài bước chân là biển. Tuyến đường thông...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/lo-goc-dep-2mt-dang-huy-tru-nguyen-thuy-es3193528,2026-05-18T19:53:44
homedy_land_list,🔴💥bán đất 2 mặt kiệt đường nhựa ô tô tránh nhau k126 trần đình,4300.0,"4,3 Tỷ",38.74,111.0,,,5.0,2.0,,land,,,,"Bán đất 2 mặt kiệt đường nhựa Ô TÔ tránh nhau K126 Trần Đình Tri-P. Hòa Khánh, TP Đà Nẵng-Dt: 111m2 ngang 5m vuông vức-Kiệt đường nhựa 2 Ô tô tránh nhau -Vị...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/2-mat-kiet-duong-nhua-o-to-tranh-nhau-k126-tran-dinh-es3193521,2026-05-18T19:53:44
homedy_land_list,🔴💥chào bán lô đất mt đặng huy trứ - trục thông biển - sát hoàng thị loan,6850.0,"6,85 Tỷ",67.16,102.0,,,,7.0,,land,,,,"Chào bán lô đất MT Đặng Huy Trứ - Trục thông Biển - sát Hoàng Thị Loan-P. Hòa Khánh, TP Đà Nẵng-Đường 7m5 vỉa hè 4m trục thông biển sát Hoàng Thị Loan - đã...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/chao-lo-mt-dang-huy-tru-truc-thong-bien-sat-hoang-thi-loan-es3193520,2026-05-18T19:53:44
homedy_land_list,🔴💥hàng hiếm - bán đất lô góc 2mt đường đặng huy trứ & nguyễn thúy,11500.0,"11,5 Tỷ",90.55,127.0,,,6.5,,,land,,Lien Chieu,Lien Chieu,"HÀNG HIẾM - Bán đất LÔ GÓC 2MT đường Đặng Huy Trứ & Nguyễn Thúy -Liên Chiểu, Đà Nẵng-Diện tích: 127,2m2 (6,5x20,5)m-Đường: 7,5m. Vỉa hè 4m-Vị trí kinh...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/hang-hiem-lo-goc-2mt-duong-dang-huy-tru-nguyen-thuy-es3193491,2026-05-18T19:53:44
homedy_land_list,🔴💥bán đất đường nguyễn như hạnh - cách đường 20m,3050.0,"3,05 Tỷ",44.85,68.0,,,,20.0,,land,,Thanh Khe,Thanh Khe,"BÁN ĐẤT ĐƯỜNG NGUYỄN NHƯ HẠNH - CÁCH ĐƯỜNG 20MP. Thanh Khê, Đà Nẵng-Diện tích: 68m2-Vị trí lô đất sau nhà mặt tiền, cách đường chính 20m.-Khu vực dân trí,...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-nguyen-nhu-hanh-cach-20m-es3193490,2026-05-18T19:53:44
homedy_land_list,💥đất mặt tiền bàu mạc 17 – gần biển – trục thông nguyễn an ninh,5700.0,"5,7 Tỷ",60.64,94.0,,,,,,land,,Lien Chieu,Lien Chieu,"ĐẤT MẶT TIỀN BÀU MẠC 17 – GẦN BIỂN – TRỤC THÔNG NGUYỄN AN NINH-Phường Liên Chiểu – TP. Đà Nẵng.-Diện tích: 93,7m²-Hướng Đông Bắc – đón gió biển mát lành,...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/mat-tien-bau-mac-17-gan-bien-truc-thong-nguyen-an-ninh-es3193489,2026-05-18T19:53:44
homedy_land_list,🔴💥chào bán lô đất mt đặng huy trứ - trục thông biển - sát hoàng thị loan,6850.0,"6,85 Tỷ",67.16,102.0,,,,7.0,,land,,,,"Chào bán lô đất MT Đặng Huy Trứ - Trục thông Biển - sát Hoàng Thị Loan-P. Hòa Khánh, TP Đà Nẵng-Đường 7m5 vỉa hè 4m trục thông biển sát Hoàng Thị Loan - đã...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/chao-lo-mt-dang-huy-tru-truc-thong-bien-sat-hoang-thi-loan-es3193488,2026-05-18T19:53:44
homedy_land_list,"💥chào bán đất đường bàu mạc 22 - liên chiểu, đà nẵng - gần biển",5590.0,"5,59 Tỷ",62.11,90.0,,,5.0,,,land,,Lien Chieu,Lien Chieu,"CHÀO Bán đất đường Bàu Mạc 22 - Liên Chiểu, Đà Nẵng- DTĐ: 90m2 ngang 5 , lô sạch đẹp- Đường: 7.5m, vỉa hè 3,5m. Nằm trên trục thông Nguyễn An Ninh rất đẹp-...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/chao-duong-bau-mac-22-gan-bien-es3193487,2026-05-18T19:53:44
homedy_land_list,"🔴💥bán đất đường 7,5m bàu mạc 17 - trục thông nguyễn an ninh",5700.0,"5,7 Tỷ",60.64,94.0,,,5.0,7.5,,land,,Lien Chieu,Lien Chieu,"Bán đất đường 7,5m Bàu Mạc 17 - Trục thông Nguyễn An ninh-Liên Chiểu - Đà Nẵng-DTĐ: 93,7m2 (5x18,74))-Đường: 7.5m vỉa hè 3,5mTrục đường kinh doanh, lô đất...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-75m-bau-mac-17-truc-thong-nguyen-an-ninh-es3193480,2026-05-18T19:53:44
homedy_land_list,🔴💥bán đất góc 2mt đường lê công kiều và thanh vinh 12,5400.0,"5,4 Tỷ",28.42,190.0,,,8.0,,,land,,,,"Bán đất GÓC 2MT đường Lê Công Kiều và Thanh Vinh 12-P. Hòa Khánh, TP Đà Nẵng.-Dtđ: 190m2 (8x24,7)m-Đường quy hoạch 5,5m, lề 3m-Vị trí: Khu đông dân cư, gần...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/goc-2mt-duong-le-cong-kieu-va-thanh-vinh-12-es3193479,2026-05-18T19:53:44
homedy_land_list,💎cần bán lô góc 2 mt đường đặng huy trứ và nguyễn thuý,11500.0,"11,5 Tỷ",90.55,127.0,,,,7.5,,land,,,,Cần bán lô góc 2 MT đường Đặng Huy Trứ và Nguyễn Thuý-P. Hòa Khánh. TP Đà Nẵng-Vị trí:Sát biển Nguyễn Tất Thành và gần chợ Trần Đình Tri.-Đường 7.5m lề...,https://homedy.com/ban-dat-quan-lien-chieu-da-nang/can-lo-goc-2-mt-duong-dang-huy-tru-va-nguyen-thuy-es3193464,2026-05-18T19:53:59
homedy_land_list,🔴💥bán đất góc 2mt đường lê công kiều và thanh vinh 12,5400.0,"5,4 Tỷ",28.42,190.0,,,8.0,,,land,,,,"Bán đất GÓC 2MT đường Lê Công Kiều và Thanh Vinh 12-P. Hòa Khánh, TP Đà Nẵng.-Dtđ: 190m2 (8x24,7)m-Đường quy hoạch 5,5m, lề 3m-Vị trí: Khu đông dân cư, gần...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/goc-2mt-duong-le-cong-kieu-va-thanh-vinh-12-es3193461,2026-05-18T19:53:59
homedy_land_list,🔴💥bán đất đường 10.5m trần triệu luật - cách nguyễn sinh sắc 50m,8400.0,"8,4 Tỷ",84.0,100.0,,,5.0,10.5,,land,,,,Bán đất đường 10.5m Trần Triệu Luật - cách Nguyễn Sinh Sắc 50m-P. Hòa Khánh - TP Đà Nẵng-Diện tích: 100m2 (5x20)mKhu điện âm hòan toàn-Đường 10.5m thông...,https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-10-5m-tran-trieu-luat-cach-nguyen-sinh-sac-50m-es3193439,2026-05-18T19:53:59
homedy_land_list,🔴bán đất mt đường 6m hòa minh 27 - diện tích đất 95.5m2 (5x19.1) vuông vức,6500.0,"6,5 Tỷ",67.71,96.0,,,5.0,6.0,,land,,,,"Bán đất MT đường 6m Hòa Minh 27 - Diện tích đất 95.5m2 (5x19.1) vuông vức-Vị trí nằm ngay khu B Phương Trang, gần Nguyễn Sinh Sắc, khu kinh doanh sầm uất,...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/mt-duong-6m-hoa-minh-27-dien-tich-95-5m2-5x19-1-vuong-vuc-es3193438,2026-05-18T19:53:59
homedy_land_list,🔴💥bán đất đường 10.5m trần triệu luật - cách nguyễn sinh sắc 50m,8400.0,"8,4 Tỷ",84.0,100.0,,,5.0,10.5,,land,,,,Bán đất đường 10.5m Trần Triệu Luật - cách Nguyễn Sinh Sắc 50m-P. Hòa Khánh - TP Đà Nẵng-Diện tích: 100m2 (5x20)mKhu điện âm hòan toàn-Đường 10.5m thông...,https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-10-5m-tran-trieu-luat-cach-nguyen-sinh-sac-50m-es3193437,2026-05-18T19:53:59
